"","pID","age","mass","height","hand","velo_max","velo_min","throw","velo","max_elb_var","max_shldr_ir"
"317","p09",22,182,68,"R",72.4,38.7,6,47.3,23.484352,27.148843
"318","p09",22,182,68,"R",72.4,38.7,7,49.9,24.629595,28.819212
"319","p09",22,182,68,"R",72.4,38.7,8,51.6,24.846179,30.210449
"320","p09",22,182,68,"R",72.4,38.7,9,52.6,27.928926,33.094605
"321","p09",22,182,68,"R",72.4,38.7,10,51.9,27.543535,31.649429
"322","p09",22,182,68,"R",72.4,38.7,11,51.8,27.015018,33.019493
"323","p09",22,182,68,"R",72.4,38.7,12,52.6,27.917828,33.134474
"324","p09",22,182,68,"R",72.4,38.7,13,63.8,39.56246,46.186208
"325","p09",22,182,68,"R",72.4,38.7,14,59.8,35.879273,39.93016
"326","p09",22,182,68,"R",72.4,38.7,15,64.1,38.50593,43.970273
"327","p09",22,182,68,"R",72.4,38.7,16,61.3,36.081834,40.346706
"328","p09",22,182,68,"R",72.4,38.7,17,60.8,35.585123,42.111101
"329","p09",22,182,68,"R",72.4,38.7,18,61.6,37.282756,42.373049
"330","p09",22,182,68,"R",72.4,38.7,19,63,37.899003,42.364523
"331","p09",22,182,68,"R",72.4,38.7,20,61.1,34.429124,39.312219
"332","p09",22,182,68,"R",72.4,38.7,21,60.8,35.707389,39.403006
"333","p09",22,182,68,"R",72.4,38.7,22,63.6,41.106898,45.488646
"334","p09",22,182,68,"R",72.4,38.7,23,60.5,36.137353,41.439836
"335","p09",22,182,68,"R",72.4,38.7,24,59.5,36.128866,39.95619
"336","p09",22,182,68,"R",72.4,38.7,25,58.8,31.289252,37.308585
"337","p09",22,182,68,"R",72.4,38.7,26,62.5,47.25711,45.062383
"338","p09",22,182,68,"R",72.4,38.7,27,69.6,51.417644,54.902818
"339","p09",22,182,68,"R",72.4,38.7,28,72.4,51.762386,54.99015
"340","p09",22,182,68,"R",72.4,38.7,29,69.3,49.731761,54.40333
"341","p09",22,182,68,"R",72.4,38.7,30,67.5,46.062353,50.136574
"342","p09",22,182,68,"R",72.4,38.7,31,66.5,46.537504,50.356715
"343","p10",19,181.2,73,"R",83.4,41.5,1,63.3,25.9663,27.406112
"344","p10",19,181.2,73,"R",83.4,41.5,2,41.5,15.456237,11.575934
"345","p10",19,181.2,73,"R",83.4,41.5,3,46.1,16.639618,14.759048
"346","p10",19,181.2,73,"R",83.4,41.5,4,50.1,18.436899,16.182123
"347","p10",19,181.2,73,"R",83.4,41.5,5,53.1,18.850523,19.938518
"348","p10",19,181.2,73,"R",83.4,41.5,6,55.7,18.989893,20.505491
"349","p10",19,181.2,73,"R",83.4,41.5,7,58.8,20.923667,22.810575
"350","p10",19,181.2,73,"R",83.4,41.5,8,55.3,19.765351,21.148985
"351","p10",19,181.2,73,"R",83.4,41.5,9,59,22.657858,23.969107
"352","p10",19,181.2,73,"R",83.4,41.5,10,60.5,23.492138,25.018946
"353","p10",19,181.2,73,"R",83.4,41.5,11,61,22.575121,26.762957
"354","p10",19,181.2,73,"R",83.4,41.5,12,61.6,24.15973,26.213373
"355","p10",19,181.2,73,"R",83.4,41.5,13,62.6,26.139397,27.582299
"356","p10",19,181.2,73,"R",83.4,41.5,14,70.1,34.857835,34.129282
"357","p10",19,181.2,73,"R",83.4,41.5,15,74.8,37.537804,34.439464
"358","p10",19,181.2,73,"R",83.4,41.5,16,74.1,37.471631,34.354473
"359","p10",19,181.2,73,"R",83.4,41.5,17,75.4,38.759384,35.999824
"360","p10",19,181.2,73,"R",83.4,41.5,18,75.8,38.516949,37.557559
"361","p10",19,181.2,73,"R",83.4,41.5,19,77,41.472448,38.08129
"362","p10",19,181.2,73,"R",83.4,41.5,20,77.2,41.683321,40.324971
"363","p10",19,181.2,73,"R",83.4,41.5,21,78.9,42.685264,38.471663
"364","p10",19,181.2,73,"R",83.4,41.5,22,79.1,42.564892,39.521195
"365","p10",19,181.2,73,"R",83.4,41.5,23,78.1,42.005875,39.570515
"366","p10",19,181.2,73,"R",83.4,41.5,24,78.9,43.192823,42.590407
"367","p10",19,181.2,73,"R",83.4,41.5,25,80,44.226479,41.412048
"368","p10",19,181.2,73,"R",83.4,41.5,26,79.4,43.585542,41.616226
"369","p10",19,181.2,73,"R",83.4,41.5,27,79.7,44.476335,42.464248
"370","p10",19,181.2,73,"R",83.4,41.5,28,80.9,45.029939,43.501572
"371","p10",19,181.2,73,"R",83.4,41.5,29,80.8,44.109634,45.223366
"372","p10",19,181.2,73,"R",83.4,41.5,30,83.4,44.009651,45.393324
"373","p10",19,181.2,73,"R",83.4,41.5,31,81.3,47.059048,46.99029
"374","p11",19,205.4,75,"R",83.6,54.9,1,54.9,26.862343,33.810009
"375","p11",19,205.4,75,"R",83.6,54.9,2,56.6,25.361707,33.365106
"376","p11",19,205.4,75,"R",83.6,54.9,3,59.7,30.291977,39.007097
"377","p11",19,205.4,75,"R",83.6,54.9,4,59.2,29.003171,38.859833
"378","p11",19,205.4,75,"R",83.6,54.9,5,61.8,30.215087,41.417541
"379","p11",19,205.4,75,"R",83.6,54.9,6,64,33.353085,44.944039
"380","p11",19,205.4,75,"R",83.6,54.9,7,64.2,32.391913,44.971095
"381","p11",19,205.4,75,"R",83.6,54.9,8,64.4,33.793781,46.438551
"382","p11",19,205.4,75,"R",83.6,54.9,9,66.8,35.444813,49.111416
"383","p11",19,205.4,75,"R",83.6,54.9,10,67.1,35.624477,49.893283
"384","p11",19,205.4,75,"R",83.6,54.9,11,69.1,37.517947,52.789918
"385","p11",19,205.4,75,"R",83.6,54.9,12,68.2,34.778595,50.097022
"386","p11",19,205.4,75,"R",83.6,54.9,13,70.6,38.832729,54.093991
"387","p11",19,205.4,75,"R",83.6,54.9,14,70,36.615366,50.030852
"388","p11",19,205.4,75,"R",83.6,54.9,15,73.1,41.533446,57.465796
"389","p11",19,205.4,75,"R",83.6,54.9,16,72.9,39.819958,56.096591
"390","p11",19,205.4,75,"R",83.6,54.9,17,71.7,38.399109,54.270461
"391","p11",19,205.4,75,"R",83.6,54.9,18,72.8,39.922977,54.65002
"392","p11",19,205.4,75,"R",83.6,54.9,19,74.3,42.245409,60.82707
"393","p11",19,205.4,75,"R",83.6,54.9,20,74.3,43.092295,59.718812
"394","p11",19,205.4,75,"R",83.6,54.9,21,74.5,45.274349,59.366663
"395","p11",19,205.4,75,"R",83.6,54.9,22,76.8,43.156997,59.690151
"396","p11",19,205.4,75,"R",83.6,54.9,23,74.3,40.908624,55.989675
"397","p11",19,205.4,75,"R",83.6,54.9,24,77.9,46.888567,67.057102
"398","p11",19,205.4,75,"R",83.6,54.9,25,77.9,47.692454,62.269212
"399","p11",19,205.4,75,"R",83.6,54.9,26,80.1,50.271661,66.896254
"400","p11",19,205.4,75,"R",83.6,54.9,27,80.3,51.621446,68.093766
"401","p11",19,205.4,75,"R",83.6,54.9,28,81.8,52.240116,70.578271
"402","p11",19,205.4,75,"R",83.6,54.9,29,78.6,50.695512,65.387597
"403","p11",19,205.4,75,"R",83.6,54.9,30,81,50.882173,72.645716
"404","p11",19,205.4,75,"R",83.6,54.9,31,83.6,55.332058,74.745291
"405","p11",19,205.4,75,"R",83.6,54.9,32,82.7,52.45585,73.419633
"406","p11",19,205.4,75,"R",83.6,54.9,33,83.4,54.945806,71.60373
"407","p12",18,182.8,69,"L",65.8,35.2,1,35.2,9.085202,16.719611
"408","p12",18,182.8,69,"L",65.8,35.2,2,37.9,10.704886,17.213111
"409","p12",18,182.8,69,"L",65.8,35.2,3,38.1,11.55494,17.052386
"410","p12",18,182.8,69,"L",65.8,35.2,4,44.5,13.935716,22.515972
"411","p12",18,182.8,69,"L",65.8,35.2,5,43.3,13.783673,22.233899
"412","p12",18,182.8,69,"L",65.8,35.2,6,44.3,12.666939,22.905877
"413","p12",18,182.8,69,"L",65.8,35.2,7,46.4,15.856286,26.346175
"414","p12",18,182.8,69,"L",65.8,35.2,8,49.4,17.153823,28.34249
"415","p12",18,182.8,69,"L",65.8,35.2,9,51.5,18.956726,31.136603
"416","p12",18,182.8,69,"L",65.8,35.2,10,50.3,18.386965,30.399635
"417","p12",18,182.8,69,"L",65.8,35.2,11,53.1,19.835975,8.766087
"418","p12",18,182.8,69,"L",65.8,35.2,12,54.3,21.796315,35.540832
"419","p12",18,182.8,69,"L",65.8,35.2,13,54.2,21.469705,36.252357
"420","p12",18,182.8,69,"L",65.8,35.2,14,58.4,26.414472,40.216058
"421","p12",18,182.8,69,"L",65.8,35.2,15,60.7,29.713259,41.883475
"422","p12",18,182.8,69,"L",65.8,35.2,16,62.5,31.339439,43.474587
"423","p12",18,182.8,69,"L",65.8,35.2,17,62.6,33.155217,43.618661
"424","p12",18,182.8,69,"L",65.8,35.2,18,63.3,33.554756,41.972235
"425","p12",18,182.8,69,"L",65.8,35.2,19,64,33.635542,44.608863
"426","p12",18,182.8,69,"L",65.8,35.2,20,63.7,33.599485,44.643289
"427","p12",18,182.8,69,"L",65.8,35.2,21,64.3,35.201133,44.915236
"428","p12",18,182.8,69,"L",65.8,35.2,22,64.6,34.813295,46.430017
"429","p12",18,182.8,69,"L",65.8,35.2,23,64.9,34.637359,48.801119
"430","p12",18,182.8,69,"L",65.8,35.2,24,64.6,34.726609,47.318254
"431","p12",18,182.8,69,"L",65.8,35.2,25,64.4,35.207259,48.633508
"432","p12",18,182.8,69,"L",65.8,35.2,26,65.1,37.074322,47.182748
"433","p12",18,182.8,69,"L",65.8,35.2,27,65.8,34.567408,48.336841
"434","p13",24,136.2,66,"R",69.9,39.1,1,39.1,8.615128,12.409545
"435","p13",24,136.2,66,"R",69.9,39.1,2,39.1,9.346038,12.689343
"436","p13",24,136.2,66,"R",69.9,39.1,3,40.3,9.713307,13.185114
"437","p13",24,136.2,66,"R",69.9,39.1,4,44,10.872029,14.518675
"438","p13",24,136.2,66,"R",69.9,39.1,5,46.9,14.079289,17.002472
"439","p13",24,136.2,66,"R",69.9,39.1,6,47.5,12.363109,16.785369
"440","p13",24,136.2,66,"R",69.9,39.1,7,45.9,12.859321,16.145806
"441","p13",24,136.2,66,"R",69.9,39.1,8,47.6,13.132984,15.725577
"442","p13",24,136.2,66,"R",69.9,39.1,9,46.2,12.548611,15.942125
"443","p13",24,136.2,66,"R",69.9,39.1,10,47.4,13.242292,16.065915
"444","p13",24,136.2,66,"R",69.9,39.1,11,48.3,13.337474,15.910461
"445","p13",24,136.2,66,"R",69.9,39.1,12,51.4,14.734371,18.781646
"446","p13",24,136.2,66,"R",69.9,39.1,13,51.5,15.037958,18.008737
"447","p13",24,136.2,66,"R",69.9,39.1,14,51.3,14.519631,17.336272
"448","p13",24,136.2,66,"R",69.9,39.1,15,52.6,15.255366,20.448403
"449","p13",24,136.2,66,"R",69.9,39.1,16,53.6,16.185983,21.289069
"450","p13",24,136.2,66,"R",69.9,39.1,17,53.6,15.530926,21.03014
"451","p13",24,136.2,66,"R",69.9,39.1,18,53.6,15.827421,21.309406
"452","p13",24,136.2,66,"R",69.9,39.1,19,56.1,17.903354,23.024403
"453","p13",24,136.2,66,"R",69.9,39.1,20,57.1,18.040329,23.689452
"454","p13",24,136.2,66,"R",69.9,39.1,21,54.3,16.988509,22.075766
"455","p13",24,136.2,66,"R",69.9,39.1,22,57.2,18.328089,23.667961
"456","p13",24,136.2,66,"R",69.9,39.1,23,57.5,18.994,24.512143
"457","p13",24,136.2,66,"R",69.9,39.1,24,59.4,19.827067,26.612115
"458","p13",24,136.2,66,"R",69.9,39.1,25,58.1,18.570508,25.90911
"459","p13",24,136.2,66,"R",69.9,39.1,26,60.8,20.910108,27.888036
"460","p13",24,136.2,66,"R",69.9,39.1,27,63.6,24.111126,30.488452
"461","p13",24,136.2,66,"R",69.9,39.1,28,62,21.690205,28.882441
"462","p13",24,136.2,66,"R",69.9,39.1,29,61.6,22.150222,29.207566
"463","p13",24,136.2,66,"R",69.9,39.1,30,62.3,21.417852,28.290322
"464","p13",24,136.2,66,"R",69.9,39.1,31,62.9,22.418573,29.139822
"465","p13",24,136.2,66,"R",69.9,39.1,32,64.1,23.045216,29.369862
"466","p13",24,136.2,66,"R",69.9,39.1,33,64.1,23.689778,29.56672
"467","p13",24,136.2,66,"R",69.9,39.1,34,64.6,24.591018,30.589234
"468","p13",24,136.2,66,"R",69.9,39.1,35,69.9,28.191897,34.735217
"469","p14",23,235.6,78,"R",77.8,39.1,1,39.1,27.051031,20.731964
"470","p14",23,235.6,78,"R",77.8,39.1,2,39.9,17.274265,21.302934
"471","p14",23,235.6,78,"R",77.8,39.1,3,43.3,20.346174,25.222661
"472","p14",23,235.6,78,"R",77.8,39.1,4,43.4,21.487812,25.825444
"473","p14",23,235.6,78,"R",77.8,39.1,5,45,32.386695,26.957636
"474","p14",23,235.6,78,"R",77.8,39.1,6,48.6,35.436862,31.784657
"475","p14",23,235.6,78,"R",77.8,39.1,7,49.1,26.9277,30.697011
"476","p14",23,235.6,78,"R",77.8,39.1,8,51.7,31.849514,35.608069
"477","p14",23,235.6,78,"R",77.8,39.1,9,52.1,31.89523,35.788188
"478","p14",23,235.6,78,"R",77.8,39.1,10,56.1,36.532537,40.190707
"479","p14",23,235.6,78,"R",77.8,39.1,11,56.1,37.713066,40.981483
"480","p14",23,235.6,78,"R",77.8,39.1,12,55.1,35.373318,38.732655
"481","p14",23,235.6,78,"R",77.8,39.1,13,57,39.865511,45.35473
"482","p14",23,235.6,78,"R",77.8,39.1,14,61.4,44.745371,49.79556
"483","p14",23,235.6,78,"R",77.8,39.1,15,65.4,47.125457,47.558133
"484","p14",23,235.6,78,"R",77.8,39.1,16,66.1,50.00288,55.049651
"485","p14",23,235.6,78,"R",77.8,39.1,17,67.5,52.888996,58.02586
"486","p14",23,235.6,78,"R",77.8,39.1,18,68.3,53.723169,60.253916
"487","p14",23,235.6,78,"R",77.8,39.1,19,68,52.370981,58.575834
"488","p14",23,235.6,78,"R",77.8,39.1,20,69.1,54.578722,58.86913
"489","p14",23,235.6,78,"R",77.8,39.1,21,66.9,53.416315,56.570658
"490","p14",23,235.6,78,"R",77.8,39.1,22,65.8,49.368788,48.328739
"491","p14",23,235.6,78,"R",77.8,39.1,23,69.2,55.329246,60.27288
"492","p14",23,235.6,78,"R",77.8,39.1,24,69.8,55.733637,60.770783
"493","p14",23,235.6,78,"R",77.8,39.1,25,69.7,53.34009,59.618626
"494","p14",23,235.6,78,"R",77.8,39.1,26,70.6,57.881591,61.233921
"495","p14",23,235.6,78,"R",77.8,39.1,27,70.3,55.535132,59.250399
"496","p14",23,235.6,78,"R",77.8,39.1,28,71.1,59.081921,62.80929
"497","p14",23,235.6,78,"R",77.8,39.1,29,71.3,57.085705,60.630977
"498","p14",23,235.6,78,"R",77.8,39.1,30,71.5,58.541799,64.305223
"499","p14",23,235.6,78,"R",77.8,39.1,31,72.3,60.809594,62.011088
"500","p14",23,235.6,78,"R",77.8,39.1,32,72.6,58.542804,63.445379
"501","p14",23,235.6,78,"R",77.8,39.1,33,72.4,61.527125,62.865363
"502","p14",23,235.6,78,"R",77.8,39.1,34,73.3,60.603475,62.882882
"503","p14",23,235.6,78,"R",77.8,39.1,35,74.3,63.353723,65.729897
"504","p14",23,235.6,78,"R",77.8,39.1,36,74.4,63.152517,66.064993
"505","p14",23,235.6,78,"R",77.8,39.1,37,74.2,66.043172,69.097116
"506","p14",23,235.6,78,"R",77.8,39.1,38,74.3,64.23348,66.66976
"507","p14",23,235.6,78,"R",77.8,39.1,39,73.9,61.695241,63.09842
"508","p14",23,235.6,78,"R",77.8,39.1,40,75.1,68.024964,69.511668
"509","p14",23,235.6,78,"R",77.8,39.1,41,74.4,63.973783,66.937406
"510","p14",23,235.6,78,"R",77.8,39.1,42,75.1,64.957313,68.415154
"511","p14",23,235.6,78,"R",77.8,39.1,43,71.6,58.341709,59.756503
"512","p14",23,235.6,78,"R",77.8,39.1,44,74.8,64.521867,66.647334
"513","p14",23,235.6,78,"R",77.8,39.1,45,77.8,70.478144,73.659066
"514","p15",24,187.4,75,"R",85.6,29.4,1,29.4,7.70521,10.010369
"515","p15",24,187.4,75,"R",85.6,29.4,2,32.8,10.028786,11.010856
"516","p15",24,187.4,75,"R",85.6,29.4,3,32.6,9.366811,10.907366
"517","p15",24,187.4,75,"R",85.6,29.4,4,40.1,11.892929,15.100373
"518","p15",24,187.4,75,"R",85.6,29.4,5,44.4,13.789949,19.170816
"519","p15",24,187.4,75,"R",85.6,29.4,6,45.3,14.730188,21.078683
"520","p15",24,187.4,75,"R",85.6,29.4,7,48.9,18.345792,24.07901
"521","p15",24,187.4,75,"R",85.6,29.4,8,49.8,19.353989,26.314444
"522","p15",24,187.4,75,"R",85.6,29.4,9,54.1,22.404664,29.855393
"523","p15",24,187.4,75,"R",85.6,29.4,10,56.5,26.547728,32.832241
"524","p15",24,187.4,75,"R",85.6,29.4,11,57.3,28.165948,35.227212
"525","p15",24,187.4,75,"R",85.6,29.4,12,63.4,32.083529,39.14703
"526","p15",24,187.4,75,"R",85.6,29.4,13,65.9,36.642841,41.006002
"527","p15",24,187.4,75,"R",85.6,29.4,14,70.1,39.39096,45.527311
"528","p15",24,187.4,75,"R",85.6,29.4,15,72.9,43.257964,47.261542
"529","p15",24,187.4,75,"R",85.6,29.4,16,76.6,46.264211,50.371454
"530","p15",24,187.4,75,"R",85.6,29.4,17,76.9,46.960901,50.989097
"531","p15",24,187.4,75,"R",85.6,29.4,18,73.4,44.159786,47.90051
"532","p15",24,187.4,75,"R",85.6,29.4,19,77.4,46.471123,48.380795
"533","p15",24,187.4,75,"R",85.6,29.4,20,74.8,44.792447,47.359088
"534","p15",24,187.4,75,"R",85.6,29.4,21,77.6,46.043773,47.586019
"535","p15",24,187.4,75,"R",85.6,29.4,22,80.6,65.951175,51.171191
"536","p15",24,187.4,75,"R",85.6,29.4,23,81.1,52.947854,53.13309
"537","p15",24,187.4,75,"R",85.6,29.4,24,81.6,53.575062,52.833391
"538","p15",24,187.4,75,"R",85.6,29.4,25,81.8,52.781077,55.83397
"539","p15",24,187.4,75,"R",85.6,29.4,26,83.1,52.95009,52.880844
"540","p15",24,187.4,75,"R",85.6,29.4,27,85.6,57.283798,58.106059
"541","p16",17,179,70,"R",75.9,34.3,1,34.3,11.575397,12.98776
"542","p16",17,179,70,"R",75.9,34.3,2,34.7,12.177407,13.668264
"543","p16",17,179,70,"R",75.9,34.3,3,39.6,13.424135,15.713811
"544","p16",17,179,70,"R",75.9,34.3,4,39.9,14.252793,16.761655
"545","p16",17,179,70,"R",75.9,34.3,5,41.9,15.102023,17.833949
"546","p16",17,179,70,"R",75.9,34.3,6,44.9,16.782358,20.268058
"547","p16",17,179,70,"R",75.9,34.3,7,47.9,17.971713,21.838571
"548","p16",17,179,70,"R",75.9,34.3,8,50.8,19.776543,24.344362
"549","p16",17,179,70,"R",75.9,34.3,9,54.1,20.81177,26.407202
"550","p16",17,179,70,"R",75.9,34.3,10,54.4,22.160088,28.433255
"551","p16",17,179,70,"R",75.9,34.3,11,55.6,22.362218,28.924008
"552","p16",17,179,70,"R",75.9,34.3,12,58.3,25.273488,32.516315
"553","p16",17,179,70,"R",75.9,34.3,13,58.1,25.397686,32.817998
"554","p16",17,179,70,"R",75.9,34.3,14,62.1,27.821821,35.85986
"555","p16",17,179,70,"R",75.9,34.3,15,62.6,27.022262,35.846991
"556","p16",17,179,70,"R",75.9,34.3,16,63.8,29.123669,36.945739
"557","p16",17,179,70,"R",75.9,34.3,17,66,31.530109,40.180527
"558","p16",17,179,70,"R",75.9,34.3,18,67.6,32.993882,42.54209
"559","p16",17,179,70,"R",75.9,34.3,19,68.5,32.942311,42.236538
"560","p16",17,179,70,"R",75.9,34.3,20,68.7,33.136109,42.913505
"561","p16",17,179,70,"R",75.9,34.3,21,69.6,34.562813,44.082205
"562","p16",17,179,70,"R",75.9,34.3,22,70.2,35.017767,44.924306
"563","p16",17,179,70,"R",75.9,34.3,23,68.5,34.98507,44.641765
"564","p16",17,179,70,"R",75.9,34.3,24,71.5,38.30326,48.14887
"565","p16",17,179,70,"R",75.9,34.3,25,71.3,35.936526,45.544589
"566","p16",17,179,70,"R",75.9,34.3,26,72.9,39.591288,49.316222
"567","p16",17,179,70,"R",75.9,34.3,27,75,41.665816,51.507962
"568","p16",17,179,70,"R",75.9,34.3,28,75,40.090134,49.233405
"569","p16",17,179,70,"R",75.9,34.3,29,75.4,41.67107,51.187639
"570","p16",17,179,70,"R",75.9,34.3,30,75.8,42.12539,51.685095
"571","p16",17,179,70,"R",75.9,34.3,31,67.4,33.62915,42.66797
"572","p16",17,179,70,"R",75.9,34.3,32,70.5,33.875526,42.722753
"573","p16",17,179,70,"R",75.9,34.3,33,75.9,42.730171,51.976415
"574","p17",18,217.6,77,"R",75,32.8,1,32.8,19.601829,14.523808
"575","p17",18,217.6,77,"R",75,32.8,2,36.6,11.67521,16.437413
"576","p17",18,217.6,77,"R",75,32.8,3,36.3,10.552915,15.559859
"577","p17",18,217.6,77,"R",75,32.8,4,40.4,13.473935,17.613049
"578","p17",18,217.6,77,"R",75,32.8,5,43.6,14.527126,17.696967
"579","p17",18,217.6,77,"R",75,32.8,6,NA,19.601459,21.406567
"580","p17",18,217.6,77,"R",75,32.8,7,51.1,21.212186,22.43743
"581","p17",18,217.6,77,"R",75,32.8,8,50.8,19.535355,23.388931
"582","p17",18,217.6,77,"R",75,32.8,9,54.8,23.253668,25.799156
"583","p17",18,217.6,77,"R",75,32.8,10,55.8,26.590338,27.948461
"584","p17",18,217.6,77,"R",75,32.8,11,57,27.875235,29.415176
"585","p17",18,217.6,77,"R",75,32.8,12,57,27.900894,28.565372
"586","p17",18,217.6,77,"R",75,32.8,13,63.4,35.642895,30.435319
"587","p17",18,217.6,77,"R",75,32.8,14,63.4,33.561266,36.238531
"588","p17",18,217.6,77,"R",75,32.8,15,64.4,37.756164,36.92062
"589","p17",18,217.6,77,"R",75,32.8,16,66.2,36.905532,38.498861
"590","p17",18,217.6,77,"R",75,32.8,17,67.9,39.742723,39.636265
"591","p17",18,217.6,77,"R",75,32.8,18,68.1,44.906085,41.873548
"592","p17",18,217.6,77,"R",75,32.8,19,70.5,44.934287,46.504517
"593","p17",18,217.6,77,"R",75,32.8,20,71.5,47.856186,49.404012
"594","p17",18,217.6,77,"R",75,32.8,21,71.5,48.060802,50.663457
"595","p17",18,217.6,77,"R",75,32.8,22,71.3,49.081958,51.350941
"596","p17",18,217.6,77,"R",75,32.8,23,71.9,47.862229,51.756628
"597","p17",18,217.6,77,"R",75,32.8,24,69.8,43.032493,47.918296
"598","p17",18,217.6,77,"R",75,32.8,25,71.4,47.539804,47.698022
"599","p17",18,217.6,77,"R",75,32.8,26,70.6,47.785979,49.769663
"600","p17",18,217.6,77,"R",75,32.8,27,70.5,49.001573,51.661178
"601","p17",18,217.6,77,"R",75,32.8,28,72.4,48.150282,53.198702
"602","p17",18,217.6,77,"R",75,32.8,29,69.9,47.067795,50.736896
"603","p17",18,217.6,77,"R",75,32.8,30,73.1,45.651943,48.102742
"604","p17",18,217.6,77,"R",75,32.8,31,71.5,45.757031,48.213532
"605","p17",18,217.6,77,"R",75,32.8,32,71.2,47.109313,50.538066
"606","p17",18,217.6,77,"R",75,32.8,33,72.8,45.83535,51.11035
"607","p17",18,217.6,77,"R",75,32.8,34,70.3,49.564652,52.086051
"608","p17",18,217.6,77,"R",75,32.8,35,70.8,46.184007,46.881089
"609","p17",18,217.6,77,"R",75,32.8,36,71.5,46.10175,51.375823
"610","p17",18,217.6,77,"R",75,32.8,37,72.3,47.378335,46.330354
"611","p17",18,217.6,77,"R",75,32.8,38,70.7,45.215833,47.252606
"612","p17",18,217.6,77,"R",75,32.8,39,73.4,50.758425,52.738158
"613","p17",18,217.6,77,"R",75,32.8,40,72.9,53.257985,53.501705
"614","p17",18,217.6,77,"R",75,32.8,41,74.8,NA,NA
"615","p17",18,217.6,77,"R",75,32.8,42,74.8,48.192436,50.25849
"616","p17",18,217.6,77,"R",75,32.8,43,75,52.388118,54.767121
"617","p17",18,217.6,77,"R",75,32.8,44,73.3,52.324663,49.79924
"618","p17",18,217.6,77,"R",75,32.8,45,73.2,49.109874,51.862832
"619","p17",18,217.6,77,"R",75,32.8,46,72.6,48.392037,47.881668
"620","p17",18,217.6,77,"R",75,32.8,47,73.5,51.167844,51.124034
"621","p17",18,217.6,77,"R",75,32.8,48,73.1,48.699225,48.888521
"622","p17",18,217.6,77,"R",75,32.8,49,72.6,44.573421,47.112091
"623","p17",18,217.6,77,"R",75,32.8,50,73.3,46.318556,45.501203
"624","p17",18,217.6,77,"R",75,32.8,51,73.4,50.330058,59.764886
"625","p18",20,216.4,75,"R",85.1,30,1,30,12.328857,14.331015
"626","p18",20,216.4,75,"R",85.1,30,2,32.6,14.281993,15.318307
"627","p18",20,216.4,75,"R",85.1,30,3,36,16.176338,18.184604
"628","p18",20,216.4,75,"R",85.1,30,4,38.9,17.76735,19.550471
"629","p18",20,216.4,75,"R",85.1,30,5,NA,16.237096,17.796116
"630","p18",20,216.4,75,"R",85.1,30,6,42.3,20.014331,22.613737
"631","p18",20,216.4,75,"R",85.1,30,7,47.2,24.008659,27.320302
"632","p18",20,216.4,75,"R",85.1,30,8,48.6,26.664869,29.327587
"633","p18",20,216.4,75,"R",85.1,30,9,52.6,29.004756,31.659973
